Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Total_Cost,Profit,Year,Month
1004,2023-12-22,Eve,north,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,53243.63,-44757.729999999996,2023,12
1002,2023-11-29,David,north,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,79342.56,-79008.97,2023,11
1006,2023-09-16,Bob,north,8995.75,49,Food,2843.76,3146.6000000000004,New,0.08,Cash,Retail,North-Bob,139344.24000000002,-130348.49000000002,2023,9
1054,2023-06-10,Bob,south,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,98030.94,-90177.28,2023,6
1004,2023-06-27,Alice,west,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,5906.46,1919.2600000000002,2023,6
1054,2023-01-10,Eve,south,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,106164.40000000001,-101530.24,2023,1
1093,2023-09-18,David,west,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,72363.21,-68322.96,2023,9
1063,2023-05-18,Bob,west,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,139529.91,-136431.04,2023,5
1018,2023-06-21,Eve,north,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,28171.92,-27421.539999999997,2023,6
1090,2023-01-13,Alice,east,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,40510.66,-38151.130000000005,2023,1
1044,2023-06-17,Charlie,north,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,14333.699999999999,-11792.32,2023,6
1034,2023-05-10,Eve,east,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,36521.99,-31629.629999999997,2023,5
1074,2023-03-25,Eve,west,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,99202.8,-91703.1,2023,3
1062,2023-11-17,Charlie,north,4790.72,28,Clothing,2094.88,2168.9100000000003,Returning,0.08,Cash,Retail,North-Charlie,58656.64,-53865.92,2023,11
1100,2023-11-15,Eve,east,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,2073.52,-1400.8600000000001,2023,11
1014,2023-04-11,Alice,south,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,79465.98,-69883.86,2023,4
1095,2023-11-25,Alice,east,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,15087.49,-5654.52,2023,11
1048,2023-09-30,Charlie,north,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,11600.56,-3727.1799999999994,2023,9
1015,2023-09-22,David,south,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,94062.98000000001,-84148.83000000002,2023,9
1072,2023-02-07,Bob,east,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,94644.42,-89154.04,2023,2
1078,2023-04-04,David,east,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,89863.55,-80232.14,2023,4
1087,2023-04-05,Eve,east,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,20683.0,-19834.51,2023,4
1062,2023-11-01,Bob,east,3720.24,36,Food,1050.64,1167.3300000000002,New,0.22,Cash,Online,East-Bob,37823.04,-34102.8,2023,11
1040,2023-03-10,Charlie,east,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,35752.34,-33421.07,2023,3
1085,2023-11-14,Charlie,south,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,34397.76,-32359.010000000002,2023,11
1080,2023-08-24,Bob,west,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,46625.39,-45131.44,2023,8
1082,2023-11-30,Alice,south,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,49053.22,-42791.32,2023,11
1053,2023-05-17,Bob,south,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,153078.12,-145243.03,2023,5
1024,2023-03-17,Eve,south,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,92758.54,-86933.39,2023,3
1026,2023-02-04,Alice,west,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,24044.12,-22489.19,2023,2
1089,2023-01-01,Charlie,north,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,142485.35,-134355.22,2023,1
1060,2023-10-23,Bob,west,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,80364.3,-73968.35,2023,10
1041,2023-11-16,David,south,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,24074.4,-20131.56,2023,11
1029,2023-03-01,David,east,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,80458.84000000001,-73684.95000000001,2023,3
1015,2023-11-16,Eve,east,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,2928.74,-255.67999999999984,2023,11
1045,2023-12-15,David,south,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,150685.08,-147167.68,2023,12
1065,2023-11-24,Bob,east,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,22303.62,-13120.509999999998,2023,11
1089,2023-09-24,Bob,south,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,107840.16,-104864.17,2023,9
1071,2023-12-27,David,east,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,57908.8,-53155.920000000006,2023,12
1009,2023-08-17,Bob,west,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,14873.76,-5961.360000000001,2023,8
1088,2023-09-27,Eve,north,7106.44,12,Clothing,4389.24,4856.219999999999,Returning,0.15,Cash,Retail,North-Eve,52670.88,-45564.439999999995,2023,9
1001,2023-11-12,Alice,north,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,29263.28,-28547.469999999998,2023,11
1008,2023-10-13,Eve,west,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,37013.76,-35455.46,2023,10
1088,2023-10-18,Eve,west,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,48270.4,-48092.770000000004,2023,10
1063,2023-08-01,Bob,south,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,4185.04,2161.09,2023,8
1011,2023-06-14,Alice,south,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,169353.46,-164821.49,2023,6
1081,2023-01-05,Bob,south,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,27226.76,-25797.44,2023,1
1008,2023-12-05,Charlie,east,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,1862.7299999999998,7720.82,2023,12
1035,2023-03-19,Bob,south,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,22814.46,-17470.829999999998,2023,3
1035,2023-03-03,Bob,west,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,138014.56,-135519.82,2023,3
1033,2023-05-12,Bob,north,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,46654.08,-41598.100000000006,2023,5
1005,2023-03-30,Alice,east,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice,3837.96,2990.2799999999997,2023,3
1041,2023-08-25,Bob,south,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,49740.12,-48885.350000000006,2023,8
1028,2023-02-11,Alice,east,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,60504.72,-57685.15,2023,2
1007,2023-03-30,David,east,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,15708.98,-7620.0199999999995,2023,3
1073,2023-10-23,Charlie,south,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,196627.5,-191976.82,2023,10
1072,2023-11-24,Alice,east,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,12029.75,-6518.64,2023,11
1012,2023-10-22,David,north,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,83726.70000000001,-79341.82,2023,10
1034,2023-04-14,Alice,west,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice,10417.53,-9882.92,2023,4
1033,2023-01-14,Alice,west,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,32296.08,-30555.160000000003,2023,1
1048,2023-10-15,Charlie,north,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,131879.58,-127368.71999999999,2023,10
1023,2023-06-28,Eve,east,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,37399.14,-35228.2,2023,6
1062,2023-05-05,Eve,south,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,25796.42,-25201.629999999997,2023,5
1088,2023-12-19,Alice,east,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,91804.79999999999,-83352.66999999998,2023,12
1037,2023-01-23,Bob,north,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,111604.40000000001,-101790.59000000001,2023,1
1099,2023-03-04,David,east,7952.11,10,Furniture,1531.2,1955.56,New,0.0,Credit Card,Online,East-David,15312.0,-7359.89,2023,3
1044,2023-05-23,Bob,west,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,41472.25,-32919.78,2023,5
1086,2023-06-02,Bob,east,2495.57,3,Electronics,1595.35,1625.7099999999998,New,0.27,Cash,Online,East-Bob,4786.049999999999,-2290.479999999999,2023,6
1091,2023-05-25,Alice,north,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,87343.20000000001,-77732.99000000002,2023,5
1035,2023-08-13,Alice,west,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,19958.45,-17908.89,2023,8
1065,2023-11-05,Alice,east,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,12519.119999999999,-2999.959999999999,2023,11
1099,2023-04-14,Alice,east,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,133097.85,-123149.14000000001,2023,4
1047,2023-04-14,Eve,west,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,63469.76,-56323.700000000004,2023,4
1078,2023-02-08,Alice,south,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,148315.65,-138502.33,2023,2
1003,2023-07-17,Eve,west,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve,25937.100000000002,-20198.660000000003,2023,7
1001,2023-05-14,Eve,south,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,96101.25,-93431.79,2023,5
1005,2023-03-08,Alice,north,4426.26,12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice,3039.48,1386.7800000000002,2023,3
1090,2023-06-28,Charlie,north,5976.25,41,Clothing,3736.88,3946.77,Returning,0.06,Credit Card,Online,North-Charlie,153212.08000000002,-147235.83000000002,2023,6
1014,2023-02-11,David,west,823.51,44,Food,2257.48,2747.81,Returning,0.27,Cash,Online,West-David,99329.12,-98505.61,2023,2
1027,2023-01-15,Bob,west,6261.2,26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob,3876.8600000000006,2384.3399999999992,2023,1
1009,2023-04-21,Eve,north,9813.66,47,Clothing,359.41,733.0,Returning,0.2,Bank Transfer,Retail,North-Eve,16892.27,-7078.610000000001,2023,4
1079,2023-06-06,David,south,1982.07,34,Furniture,1967.96,1993.4,Returning,0.15,Credit Card,Online,South-David,66910.64,-64928.57,2023,6
1015,2023-10-16,Charlie,north,7946.69,23,Food,2937.94,3007.53,Returning,0.03,Cash,Retail,North-Charlie,67572.62,-59625.92999999999,2023,10
1090,2023-08-19,Bob,west,9088.2,31,Clothing,2347.81,2668.02,Returning,0.09,Bank Transfer,Retail,West-Bob,72782.11,-63693.91,2023,8
1042,2023-06-06,Bob,north,9442.65,20,Food,3115.06,3565.58,Returning,0.3,Credit Card,Retail,North-Bob,62301.2,-52858.549999999996,2023,6
1077,2023-02-07,Eve,west,9605.34,12,Clothing,2427.46,2743.09,New,0.29,Credit Card,Retail,West-Eve,29129.52,-19524.18,2023,2
1051,2023-04-07,Alice,west,5262.45,23,Electronics,3325.43,3401.1,New,0.1,Cash,Online,West-Alice,76484.89,-71222.44,2023,4
1063,2023-10-16,Charlie,north,9775.35,4,Clothing,1134.67,1201.39,New,0.3,Bank Transfer,Retail,North-Charlie,4538.68,5236.67,2023,10
1096,2023-09-11,Eve,south,7597.37,23,Electronics,608.57,1032.22,New,0.25,Cash,Retail,South-Eve,13997.11,-6399.740000000001,2023,9
1052,2023-07-15,Charlie,east,1700.55,48,Food,3002.35,3080.61,Returning,0.18,Bank Transfer,Retail,East-Charlie,144112.8,-142412.25,2023,7
1096,2023-03-27,Alice,north,4821.31,48,Clothing,2449.21,2714.12,New,0.01,Credit Card,Online,North-Alice,117562.08,-112740.77,2023,3
1004,2023-11-18,Alice,east,7211.48,1,Food,182.99,211.18,Returning,0.27,Bank Transfer,Retail,East-Alice,182.99,7028.49,2023,11
1094,2023-01-10,Eve,north,2548.67,25,Electronics,1933.39,1982.92,New,0.17,Bank Transfer,Online,North-Eve,48334.75,-45786.08,2023,1
1023,2023-01-05,Alice,east,6442.09,2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice,1150.64,5291.45,2023,1
1015,2023-05-03,David,south,6699.34,30,Food,2680.22,3027.92,Returning,0.25,Bank Transfer,Online,South-David,80406.59999999999,-73707.26,2023,5
1043,2023-11-26,Bob,south,1710.73,3,Electronics,2009.1,2186.42,New,0.25,Bank Transfer,Online,South-Bob,6027.299999999999,-4316.57,2023,11
1029,2023-12-19,Eve,north,5694.34,21,Food,3085.1,3200.75,New,0.21,Cash,Retail,North-Eve,64787.1,-59092.759999999995,2023,12
1036,2023-04-28,Charlie,west,7739.11,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,West-Charlie,100943.25,-93204.14,2023,4
1013,2023-10-21,David,east,5039.07,20,Electronics,1533.36,1649.7399999999998,Returning,0.1,Bank Transfer,Online,East-David,30667.199999999997,-25628.129999999997,2023,10
1032,2023-06-08,Eve,west,219.82,49,Electronics,4812.41,5088.0,Returning,0.09,Credit Card,Online,West-Eve,235808.09,-235588.27,2023,6
1071,2023-10-30,Alice,west,189.48,22,Electronics,2701.39,3185.81,New,0.01,Bank Transfer,Online,West-Alice,59430.579999999994,-59241.09999999999,2023,10
1059,2023-08-16,Alice,west,3634.59,21,Clothing,3110.54,3192.99,New,0.17,Credit Card,Online,West-Alice,65321.34,-61686.75,2023,8
1086,2023-12-31,Alice,south,9269.32,33,Clothing,3419.33,3890.36,Returning,0.21,Cash,Retail,South-Alice,112837.89,-103568.57,2023,12
1028,2023-08-04,Alice,north,2363.9,38,Clothing,3350.32,3449.94,New,0.26,Cash,Online,North-Alice,127312.16,-124948.26000000001,2023,8
1066,2023-07-03,Charlie,north,6380.2,15,Furniture,2579.31,2867.36,Returning,0.04,Bank Transfer,Retail,North-Charlie,38689.65,-32309.45,2023,7
1042,2023-01-15,David,south,2298.55,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,South-David,99929.48000000001,-97630.93000000001,2023,1
